feature,importance
mccartney reunites,-1.4094628242311558e-18
movie falls short,-1.4094628242311558e-18
significant or memorable,-1.4094628242311558e-18
short attention,-1.4094628242311558e-18
span,-1.4094628242311558e-18
the movie falls,-1.4094628242311558e-18
overall stella,-1.4094628242311558e-18
short attention span,-1.4094628242311558e-18
overall stella street,-1.4094628242311558e-18
mockumentary film,-1.4094628242311558e-18
mockumentary film about,-1.4094628242311558e-18
the concept does,-1.4094628242311558e-18
starring michael caine,-1.4094628242311558e-18
occasional amusing moments,-1.4094628242311558e-18
occasional amusing,-1.4094628242311558e-18
mccartney reunites for,-1.4094628242311558e-18
mccartney the,-1.4094628242311558e-18
mccartney the film,-1.4094628242311558e-18
starring michael,-1.4094628242311558e-18
short of effectively,-1.4094628242311558e-18
span may,-1.4094628242311558e-18
significant or,-1.4094628242311558e-18
becomes,-1.5178830414797062e-18
stephen,-1.7211709488207383e-18
stephen king,-1.7211709488207383e-18
clarinet playing,-1.734723475976807e-18
clarinet playing and,-1.734723475976807e-18
woody allen jazz,-1.734723475976807e-18
new life his,-1.734723475976807e-18
clarinet,-1.734723475976807e-18
significant and moving,-1.734723475976807e-18
new life,-1.734723475976807e-18
on the challenges,-1.734723475976807e-18
playing and,-1.734723475976807e-18
overly self,-1.734723475976807e-18
moving and emotional,-1.734723475976807e-18
the issue in,-1.734723475976807e-18
the film explores,-1.734723475976807e-18
the subject and,-1.734723475976807e-18
on clichés,-1.734723475976807e-18
and powerful,-1.734723475976807e-18
allen jazz,-1.734723475976807e-18
visuals and,-1.734723475976807e-18
overall blood,-1.734723475976807e-18
on braat personal,-1.734723475976807e-18
on braat,-1.734723475976807e-18
overly self serving,-1.734723475976807e-18
musician the,-1.734723475976807e-18
overall blood brother,-1.734723475976807e-18
of braat,-1.734723475976807e-18
of braat new,-1.734723475976807e-18
film explores,-1.734723475976807e-18
on clichés overall,-1.734723475976807e-18
personal connection,-1.734723475976807e-18
personal connection to,-1.734723475976807e-18
the disease the,-1.734723475976807e-18
allen jazz musician,-1.734723475976807e-18
showcasing the challenges,-1.734723475976807e-18
is moving and,-1.734723475976807e-18
is moving,-1.734723475976807e-18
of those affected,-1.734723475976807e-18
serving and relies,-1.734723475976807e-18
showcasing the,-1.734723475976807e-18
serving and,-1.734723475976807e-18
jazz musician the,-1.734723475976807e-18
others it is,-1.734723475976807e-18
home life,-1.734723475976807e-18
others it,-1.734723475976807e-18
who becomes involved,-1.734723475976807e-18
fans and,-1.734723475976807e-18
serving,-1.734723475976807e-18
film explores the,-1.734723475976807e-18
musical film gigi,-1.951563910473908e-18
style music and,-1.951563910473908e-18
film gigi,-1.951563910473908e-18
style music,-1.951563910473908e-18
gigi is,-1.951563910473908e-18
musical film,-1.951563910473908e-18
all,-2.168404344971009e-18
in depth and,-2.2768245622195593e-18
of water,-2.3852447794681098e-18
the documentary last,-2.3852447794681098e-18
documentary last call,-2.3852447794681098e-18
documentary last,-2.3852447794681098e-18
and reliance,-2.3852447794681098e-18
and reliance on,-2.3852447794681098e-18
explores his,-2.4936649967166602e-18
with her,-2.6020852139652106e-18
symbolism come across,-2.6020852139652106e-18
symbolism come,-2.6020852139652106e-18
suspenseful drama directed,-2.6020852139652106e-18
suspenseful drama,-2.6020852139652106e-18
come across as,-2.6020852139652106e-18
about emanuel is,-2.6020852139652106e-18
spark and,-2.6020852139652106e-18
the daughter,-2.6020852139652106e-18
surprisingly,-2.6020852139652106e-18
the daughter transformation,-2.6020852139652106e-18
surprisingly strong,-2.6020852139652106e-18
surprisingly strong emotional,-2.6020852139652106e-18
spark and emotional,-2.6020852139652106e-18
emanuel is dark,-2.6020852139652106e-18
come across,-2.6020852139652106e-18
forced and,-2.6020852139652106e-18
storyline the,-2.6020852139652106e-18
struggle with,-2.6020852139652106e-18
across,-2.6020852139652106e-18
across as,-2.6020852139652106e-18
emanuel is,-2.6020852139652106e-18
storyline the film,-2.6020852139652106e-18
across as forced,-2.6020852139652106e-18
clichés,-2.6020852139652106e-18
as forced and,-2.6020852139652106e-18
as forced,-2.6020852139652106e-18
with her daughter,-2.6020852139652106e-18
film the truth,-2.6020852139652106e-18
struggle with her,-2.6020852139652106e-18
actors,-2.6020852139652106e-18
transformation,-2.6020852139652106e-18
mystery and its,-2.6020852139652106e-18
inconsistent veering between,-2.6020852139652106e-18
mental condition,-2.6020852139652106e-18
the leads kaya,-2.6020852139652106e-18
mother struggle with,-2.6020852139652106e-18
mother struggle,-2.6020852139652106e-18
is dark,-2.6020852139652106e-18
mystery and,-2.6020852139652106e-18
movie follows mother,-2.6020852139652106e-18
veering between,-2.6020852139652106e-18
inconsistent veering,-2.6020852139652106e-18
veering,-2.6020852139652106e-18
mother,-2.6020852139652106e-18
visuals,-2.6020852139652106e-18
veering between melodrama,-2.6020852139652106e-18
is inconsistent veering,-2.6020852139652106e-18
unique and striking,-2.6020852139652106e-18
impact and,-2.6020852139652106e-18
melodrama,-2.6020852139652106e-18
melodrama and mystery,-2.6020852139652106e-18
melodrama and,-2.6020852139652106e-18
mental condition and,-2.6020852139652106e-18
stella street is,-2.8189256484623115e-18
mccartney,-2.8189256484623115e-18
caine and,-2.8189256484623115e-18
the horror,-3.2526065174565133e-18
the movie assassins,-3.279711571768651e-18
supporting performances the,-3.279711571768651e-18
supporting performances,-3.279711571768651e-18
the climax is,-3.279711571768651e-18
the climax,-3.279711571768651e-18
overall assassins is,-3.279711571768651e-18
overall assassins,-3.279711571768651e-18
confusing the,-3.279711571768651e-18
often silly and,-3.279711571768651e-18
confusing the film,-3.279711571768651e-18
silly and confusing,-3.279711571768651e-18
of action movies,-3.279711571768651e-18
story is convoluted,-3.279711571768651e-18
movie assassins,-3.279711571768651e-18
of action,-3.279711571768651e-18
marred,-3.279711571768651e-18
and confusing the,-3.279711571768651e-18
paced script and,-3.279711571768651e-18
movie assassins is,-3.279711571768651e-18
silly and,-3.279711571768651e-18
silly,-3.279711571768651e-18
strong supporting performances,-3.279711571768651e-18
strong supporting,-3.279711571768651e-18
is marred by,-3.279711571768651e-18
is marred,-3.279711571768651e-18
and nonsensical,-3.279711571768651e-18
marred by,-3.279711571768651e-18
and the plot,-3.279711571768651e-18
on revenge and,-3.279711571768651e-18
on revenge,-3.279711571768651e-18
nonsensical with focus,-3.279711571768651e-18
nonsensical with,-3.279711571768651e-18
underdeveloped and the,-3.279711571768651e-18
plot is often,-3.279711571768651e-18
violence the characters,-3.279711571768651e-18
shallow dialogue,-3.279711571768651e-18
shallow dialogue and,-3.279711571768651e-18
on its potential,-3.279711571768651e-18
violence the,-3.279711571768651e-18
convoluted,-3.279711571768651e-18
paced script,-3.279711571768651e-18
often silly,-3.279711571768651e-18
epidemic,-3.469446951953614e-18
to help,-3.469446951953614e-18
disease,-3.469446951953614e-18
the aids epidemic,-3.469446951953614e-18
make,-3.469446951953614e-18
during world war,-3.469446951953614e-18
with mixed,-3.469446951953614e-18
affected by the,-3.469446951953614e-18
affected by,-3.469446951953614e-18
although some,-3.469446951953614e-18
humanitarian,-3.469446951953614e-18
those affected by,-3.469446951953614e-18
those affected,-3.469446951953614e-18
help,-3.469446951953614e-18
challenges of the,-3.469446951953614e-18
of the aids,-3.469446951953614e-18
its message,-3.469446951953614e-18
aids epidemic,-3.469446951953614e-18
by the disease,-3.469446951953614e-18
aids epidemic and,-3.469446951953614e-18
efforts to help,-3.469446951953614e-18
during world,-3.469446951953614e-18
epidemic and the,-3.469446951953614e-18
epidemic and,-3.469446951953614e-18
the disease,-3.469446951953614e-18
the aids,-3.469446951953614e-18
and thought provoking,-3.903127820947816e-18
gigi,-3.903127820947816e-18
and thought,-3.903127820947816e-18
its gentle,-4.336808689942018e-18
nostalgic,-4.336808689942018e-18
for its gentle,-4.336808689942018e-18
some critics find,-4.336808689942018e-18
together,-4.7704895589362195e-18
secret,-4.7704895589362195e-18
culture and its,-4.7704895589362195e-18
sense,-5.095750210681871e-18
sense of,-5.095750210681871e-18
execution is,-5.204170427930421e-18
and nuanced,-5.204170427930421e-18
film with,-5.204170427930421e-18
daughter,-5.204170427930421e-18
it overly,-5.421010862427522e-18
find it overly,-5.421010862427522e-18
indulgent,-5.637851296924623e-18
its unique perspective,-5.637851296924623e-18
or overly,-5.637851296924623e-18
memorable performance by,-5.854691731421724e-18
memorable performance,-5.854691731421724e-18
with memorable,-5.854691731421724e-18
with memorable performance,-5.854691731421724e-18
works and point,-6.071532165918825e-18
perfect fit for,-6.071532165918825e-18
worth watching for,-6.071532165918825e-18
wwi hero directed,-6.071532165918825e-18
movie documenting,-6.071532165918825e-18
with the war,-6.071532165918825e-18
sill,-6.071532165918825e-18
movie documenting york,-6.071532165918825e-18
provoking and,-6.071532165918825e-18
works and,-6.071532165918825e-18
sill alive,-6.071532165918825e-18
performance being the,-6.071532165918825e-18
is biopic,-6.071532165918825e-18
message and cooper,-6.071532165918825e-18
in depth,-6.071532165918825e-18
the war is,-6.071532165918825e-18
message and,-6.071532165918825e-18
wwi,-6.071532165918825e-18
than hawks other,-6.071532165918825e-18
mentioned,-6.071532165918825e-18
perfect fit,-6.071532165918825e-18
sobriety and,-6.071532165918825e-18
with sobriety and,-6.071532165918825e-18
story recounted,-6.071532165918825e-18
story recounted with,-6.071532165918825e-18
than hawks,-6.071532165918825e-18
sill alive and,-6.071532165918825e-18
rural upbringing,-6.071532165918825e-18
the movie documenting,-6.071532165918825e-18
simplicity genuine american,-6.071532165918825e-18
with sobriety,-6.071532165918825e-18
wwi hero,-6.071532165918825e-18
simplicity genuine,-6.071532165918825e-18
sobriety,-6.071532165918825e-18
sobriety and simplicity,-6.071532165918825e-18
the role are,-6.071532165918825e-18
the film human,-6.071532165918825e-18
thought provoking and,-6.071532165918825e-18
the saga of,-6.071532165918825e-18
the second half,-6.071532165918825e-18
the highlight the,-6.071532165918825e-18
war is,-6.071532165918825e-18
and becoming,-6.071532165918825e-18
noted for setting,-6.071532165918825e-18
point out its,-6.071532165918825e-18
noted however,-6.071532165918825e-18
point out,-6.071532165918825e-18
national,-6.071532165918825e-18
national hero,-6.071532165918825e-18
national hero the,-6.071532165918825e-18
noted however some,-6.071532165918825e-18
the spanish,-6.071532165918825e-18
war is criticized,-6.071532165918825e-18
upbringing,-6.071532165918825e-18
with gary,-6.071532165918825e-18
with gary cooper,-6.071532165918825e-18
the highlight,-6.071532165918825e-18
watching for its,-6.071532165918825e-18
watching for,-6.071532165918825e-18
lacking in depth,-6.071532165918825e-18
spanish review praises,-6.071532165918825e-18
other works and,-6.071532165918825e-18
spanish review,-6.071532165918825e-18
spanish,-6.071532165918825e-18
the saga,-6.071532165918825e-18
hero the,-6.071532165918825e-18
york rural,-6.071532165918825e-18
of celeb sill,-6.071532165918825e-18
york is biopic,-6.071532165918825e-18
setting precedent by,-6.071532165918825e-18
setting precedent,-6.071532165918825e-18
the spanish review,-6.071532165918825e-18
out its flaws,-6.071532165918825e-18
york rural upbringing,-6.071532165918825e-18
out its,-6.071532165918825e-18
is biopic about,-6.071532165918825e-18
dealing with,-6.071532165918825e-18
of celeb,-6.071532165918825e-18
dealing,-6.071532165918825e-18
fit for,-6.071532165918825e-18
fit,-6.071532165918825e-18
upbringing is,-6.071532165918825e-18
upbringing is generally,-6.071532165918825e-18
by everyone,-6.179952383167375e-18
assassins is,-6.559423143537302e-18
assassins,-6.559423143537302e-18
and heart,-6.7220534694101275e-18
humor and heart,-6.7220534694101275e-18
outstanding cinematography,-6.938893903907228e-18
sexual tension,-6.938893903907228e-18
technicolor cinematography and,-6.938893903907228e-18
outstanding,-6.938893903907228e-18
movie is masterly,-6.938893903907228e-18
slow moving,-6.938893903907228e-18
slow moving plot,-6.938893903907228e-18
technicolor,-6.938893903907228e-18
movie is known,-6.938893903907228e-18
outstanding cinematography by,-6.938893903907228e-18
technicolor cinematography,-6.938893903907228e-18
moving plot,-6.938893903907228e-18
plot black,-6.938893903907228e-18
native rhythms and,-6.938893903907228e-18
and compelling,-6.938893903907228e-18
deliberate,-6.938893903907228e-18
with outstanding cinematography,-6.938893903907228e-18
standout performance,-6.938893903907228e-18
tension native rhythms,-6.938893903907228e-18
tension native,-6.938893903907228e-18
with unique style,-6.938893903907228e-18
visuals and artistic,-6.938893903907228e-18
of cinema with,-6.938893903907228e-18
with outstanding,-6.938893903907228e-18
and deliberate,-6.938893903907228e-18
narcissus 1947 directed,-6.938893903907228e-18
narcissus is,-6.938893903907228e-18
plot black narcissus,-6.938893903907228e-18
narcissus is classic,-6.938893903907228e-18
standout performance by,-6.938893903907228e-18
performance by kathleen,-6.938893903907228e-18
sister,-6.938893903907228e-18
sister ruth,-6.938893903907228e-18
sister ruth and,-6.938893903907228e-18
moving plot black,-6.938893903907228e-18
unbridled emotion the,-6.938893903907228e-18
native,-6.938893903907228e-18
native rhythms,-6.938893903907228e-18
sexual tension native,-6.938893903907228e-18
paul mazursky,-7.047314121155779e-18
by paul,-7.047314121155779e-18
directed by paul,-7.047314121155779e-18
by paul mazursky,-7.047314121155779e-18
woody allen and,-7.047314121155779e-18
paul mazursky the,-7.047314121155779e-18
bette midler,-7.047314121155779e-18
midler,-7.047314121155779e-18
and bette,-7.047314121155779e-18
mall directed,-7.047314121155779e-18
mall directed by,-7.047314121155779e-18
allen and bette,-7.047314121155779e-18
from mall directed,-7.047314121155779e-18
from mall,-7.047314121155779e-18
and bette midler,-7.047314121155779e-18
mall,-7.047314121155779e-18
bette,-7.047314121155779e-18
scenes from mall,-7.047314121155779e-18
scenes from,-7.047314121155779e-18
mazursky the,-7.047314121155779e-18
personality,-7.37257477290143e-18
becoming,-7.37257477290143e-18
king,-7.562310153086393e-18
may make,-7.589415207398531e-18
may make it,-7.589415207398531e-18
live,-7.806255641895632e-18
and inconsistent,-8.023096076392733e-18
but the concept,-8.023096076392733e-18
format,-8.023096076392733e-18
average british,-8.023096076392733e-18
an average british,-8.023096076392733e-18
impersonations,-8.023096076392733e-18
average british suburb,-8.023096076392733e-18
the concept,-8.023096076392733e-18
british suburb,-8.023096076392733e-18
inconsistent impersonations,-8.023096076392733e-18
disappointing and unengaging,-8.185726402265558e-18
and unengaging,-8.185726402265558e-18
realistic,-8.212831456577696e-18
montenegro portrayal,-8.239936510889834e-18
tale of redemption,-8.239936510889834e-18
montenegro and dora,-8.239936510889834e-18
montenegro portrayal of,-8.239936510889834e-18
bland,-8.239936510889834e-18
poignant moving and,-8.239936510889834e-18
poignant moving,-8.239936510889834e-18
the storyline is,-8.239936510889834e-18
that follows child,-8.239936510889834e-18
noted the film,-8.239936510889834e-18
being particularly,-8.239936510889834e-18
vulnerable,-8.239936510889834e-18
vulnerable child,-8.239936510889834e-18
of vulnerable child,-8.239936510889834e-18
noted the,-8.239936510889834e-18
with clear and,-8.239936510889834e-18
who fall,-8.239936510889834e-18
who fall in,-8.239936510889834e-18
vulnerable child being,-8.239936510889834e-18
woman who fall,-8.239936510889834e-18
of vulnerable,-8.239936510889834e-18
of redemption,-8.239936510889834e-18
poignant tale,-8.239936510889834e-18
movie central,-8.239936510889834e-18
storyline is threadbare,-8.239936510889834e-18
melodramatic and,-8.239936510889834e-18
of fernanda,-8.239936510889834e-18
discusses the movie,-8.239936510889834e-18
of fernanda montenegro,-8.239936510889834e-18
that the storyline,-8.239936510889834e-18
text primarily discusses,-8.239936510889834e-18
their differences the,-8.239936510889834e-18
their differences,-8.239936510889834e-18
primarily discusses,-8.239936510889834e-18
primarily discusses the,-8.239936510889834e-18
station brazilian road,-8.239936510889834e-18
station brazilian,-8.239936510889834e-18
of literate,-8.239936510889834e-18
of literate and,-8.239936510889834e-18
poignant tale of,-8.239936510889834e-18
movie central station,-8.239936510889834e-18
moving and emotionally,-8.239936510889834e-18
performances of fernanda,-8.239936510889834e-18
of redemption and,-8.239936510889834e-18
particularly noted,-8.239936510889834e-18
with montenegro portrayal,-8.239936510889834e-18
with montenegro,-8.239936510889834e-18
the movie central,-8.239936510889834e-18
and acting,-8.239936510889834e-18
particularly noted the,-8.239936510889834e-18
the sequel,-8.673617379884035e-18
with the leading,-8.673617379884035e-18
on humor,-8.673617379884035e-18
on humor that,-8.673617379884035e-18
compared to the,-8.673617379884035e-18
the sequel being,-8.673617379884035e-18
the cast is,-8.673617379884035e-18
sequel being,-8.673617379884035e-18
that the cast,-8.673617379884035e-18
original nerds film,-8.673617379884035e-18
original with lack,-8.673617379884035e-18
sequel being considered,-8.673617379884035e-18
with the first,-8.673617379884035e-18
with some critics,-8.673617379884035e-18
unambitious and lacking,-8.673617379884035e-18
nerds film the,-8.673617379884035e-18
unambitious,-8.673617379884035e-18
unambitious and,-8.673617379884035e-18
of nerds with,-8.673617379884035e-18
watching and that,-8.673617379884035e-18
of nerds,-8.673617379884035e-18
watching and,-8.673617379884035e-18
particularly talented,-8.673617379884035e-18
the leading characters,-8.673617379884035e-18
nerds film,-8.673617379884035e-18
the leading,-8.673617379884035e-18
movie is also,-8.673617379884035e-18
worth watching and,-8.673617379884035e-18
nerds ii sequel,-8.673617379884035e-18
of imagination and,-8.673617379884035e-18
nerds with,-8.673617379884035e-18
nerds with the,-8.673617379884035e-18
not subtle the,-8.673617379884035e-18
not subtle,-8.673617379884035e-18
movie is gross,-8.673617379884035e-18
not particularly talented,-8.673617379884035e-18
yeon delivers,-8.890457814381136e-18
year best some,-8.890457814381136e-18
year best,-8.890457814381136e-18
delivers,-8.890457814381136e-18
small town and,-8.890457814381136e-18
of emotional,-8.890457814381136e-18
small town,-8.890457814381136e-18
small,-8.890457814381136e-18
woman journey into,-8.890457814381136e-18
of emotional turmoil,-8.890457814381136e-18
the year,-8.890457814381136e-18
the protagonist and,-8.890457814381136e-18
of grief,-8.890457814381136e-18
of grief the,-8.890457814381136e-18
wrenching darkly comic,-8.890457814381136e-18
wrenching darkly,-8.890457814381136e-18
wrenching,-8.890457814381136e-18
the year best,-8.890457814381136e-18
yeon delivers remarkable,-8.890457814381136e-18
forgiveness,-8.890457814381136e-18
journey into forgiveness,-8.890457814381136e-18
named,-8.890457814381136e-18
teacher,-8.890457814381136e-18
teacher the,-8.890457814381136e-18
teacher the film,-8.890457814381136e-18
with family,-8.890457814381136e-18
with family tragedy,-8.890457814381136e-18
piano teacher the,-8.890457814381136e-18
piano teacher,-8.890457814381136e-18
piano,-8.890457814381136e-18
novel,-8.890457814381136e-18
novel overall,-8.890457814381136e-18
novel overall the,-8.890457814381136e-18
shin,-8.890457814381136e-18
shin ae,-8.890457814381136e-18
shin ae who,-8.890457814381136e-18
truthfulness,-8.890457814381136e-18
truthfulness restraint,-8.890457814381136e-18
truthfulness restraint and,-8.890457814381136e-18
turmoil,-8.890457814381136e-18
turmoil and,-8.890457814381136e-18
turmoil and it,-8.890457814381136e-18
poignant experiment,-8.890457814381136e-18
poignant experiment in,-8.890457814381136e-18
forgiveness and,-8.890457814381136e-18
compelling and,-8.890457814381136e-18
the woman,-8.890457814381136e-18
named shin ae,-8.890457814381136e-18
named shin,-8.890457814381136e-18
the woman journey,-8.890457814381136e-18
woman journey,-8.890457814381136e-18
moves,-8.890457814381136e-18
woman confrontation,-8.890457814381136e-18
work that explores,-8.890457814381136e-18
work that,-8.890457814381136e-18
exploration of grief,-8.890457814381136e-18
the russian novel,-8.890457814381136e-18
family tragedy,-8.890457814381136e-18
moves to small,-8.890457814381136e-18
moves to,-8.890457814381136e-18
woman named shin,-8.890457814381136e-18
woman named,-8.890457814381136e-18
the russian,-8.890457814381136e-18
into forgiveness,-8.890457814381136e-18
who moves to,-8.890457814381136e-18
who moves,-8.890457814381136e-18
of the russian,-8.890457814381136e-18
woman confrontation with,-8.890457814381136e-18
of the year,-8.890457814381136e-18
the 2017,-9.161508357502512e-18
particularly original,-9.161508357502512e-18
original many,-9.161508357502512e-18
horror genre,-9.161508357502512e-18
on cheap,-9.161508357502512e-18
or memorable one,-9.161508357502512e-18
on cheap scares,-9.161508357502512e-18
well suited to,-9.161508357502512e-18
to other horror,-9.161508357502512e-18
style are,-9.161508357502512e-18
particularly original or,-9.161508357502512e-18
not particularly original,-9.161508357502512e-18
original many reviewers,-9.161508357502512e-18
original or memorable,-9.161508357502512e-18
original or,-9.161508357502512e-18
watch however,-9.161508357502512e-18
originality and,-9.161508357502512e-18
originality and relying,-9.161508357502512e-18
the 2017 remake,-9.161508357502512e-18
movies lacking originality,-9.161508357502512e-18
that patrick evil,-9.161508357502512e-18
that patrick,-9.161508357502512e-18
other horror,-9.161508357502512e-18
other horror movies,-9.161508357502512e-18
of the horror,-9.161508357502512e-18
tone and style,-9.161508357502512e-18
the original many,-9.161508357502512e-18
watch however others,-9.161508357502512e-18
well suited,-9.161508357502512e-18
the horror genre,-9.161508357502512e-18
patrick starring brad,-9.161508357502512e-18
memorable one,-9.161508357502512e-18
and style,-9.161508357502512e-18
movies lacking,-9.161508357502512e-18
starring brad,-9.161508357502512e-18
starring brad douriff,-9.161508357502512e-18
similar to other,-9.161508357502512e-18
similar to,-9.161508357502512e-18
similar,-9.161508357502512e-18
and style are,-9.161508357502512e-18
patrick starring,-9.161508357502512e-18
cheap,-9.161508357502512e-18
its potential making,-9.324138683375338e-18
potential making it,-9.324138683375338e-18
potential making,-9.324138683375338e-18
clichéd,-9.540979117872439e-18
the film humor,-9.540979117872439e-18
including angela,-9.540979117872439e-18
otherhood is disappointing,-9.540979117872439e-18
unique story,-9.540979117872439e-18
including angela bassett,-9.540979117872439e-18
film humor,-9.540979117872439e-18
drama about,-9.75781955236954e-18
is drama,-9.75781955236954e-18
is drama about,-9.75781955236954e-18
the portrayal of,-9.75781955236954e-18
the portrayal,-9.75781955236954e-18
ride,-9.920449878242366e-18
not well,-1.0408340855860843e-17
less,-1.0408340855860843e-17
of reviews for,-1.0408340855860843e-17
emotional depth,-1.0408340855860843e-17
titled,-1.0408340855860843e-17
the reviews suggest,-1.0408340855860843e-17
and its exploration,-1.0408340855860843e-17
and often,-1.0625181290357943e-17
tension and logic,-1.0842021724855044e-17
and logic,-1.0842021724855044e-17
are seen,-1.0842021724855044e-17
are seen as,-1.0842021724855044e-17
destructive,-1.1709383462843448e-17
other works like,-1.1709383462843448e-17
self destructive,-1.1709383462843448e-17
praised the,-1.214306433183765e-17
the text primarily,-1.214306433183765e-17
text primarily,-1.214306433183765e-17
primarily,-1.214306433183765e-17
of time,-1.2576745200831851e-17
woman played,-1.2576745200831851e-17
watch overall,-1.2576745200831851e-17
watch overall allure,-1.2576745200831851e-17
underdeveloped characters some,-1.2576745200831851e-17
woman played by,-1.2576745200831851e-17
underdeveloped characters,-1.2576745200831851e-17
who has fraught,-1.2576745200831851e-17
played by evan,-1.2576745200831851e-17
but also criticized,-1.2576745200831851e-17
written,-1.2576745200831851e-17
written and,-1.2576745200831851e-17
wood who,-1.2576745200831851e-17
unsatisfying watch overall,-1.2576745200831851e-17
wood who has,-1.2576745200831851e-17
unsatisfying watch,-1.2576745200831851e-17
performances but also,-1.2576745200831851e-17
others have found,-1.2576745200831851e-17
strong performances but,-1.2576745200831851e-17
and directed by,-1.2576745200831851e-17
and directed,-1.2576745200831851e-17
while others have,-1.2576745200831851e-17
written and directed,-1.2576745200831851e-17
unsatisfying,-1.2576745200831851e-17
that deals,-1.2576745200831851e-17
that deals with,-1.2576745200831851e-17
others have,-1.2576745200831851e-17
the film style,-1.2576745200831851e-17
with heavy,-1.2576745200831851e-17
with heavy and,-1.2576745200831851e-17
aspects,-1.3010426069826053e-17
condition some,-1.3118846287074604e-17
human condition some,-1.3118846287074604e-17
and the human,-1.3118846287074604e-17
condition some reviewers,-1.3118846287074604e-17
of filmmaker,-1.3444106938820255e-17
spike lee film,-1.3444106938820255e-17
opening,-1.3444106938820255e-17
opening credits,-1.3444106938820255e-17
opening credits and,-1.3444106938820255e-17
year anniversary tribute,-1.3444106938820255e-17
of the gathering,-1.3444106938820255e-17
often funny,-1.3444106938820255e-17
text is review,-1.3444106938820255e-17
of filmmaker talent,-1.3444106938820255e-17
on the bus,-1.3444106938820255e-17
often funny dramatization,-1.3444106938820255e-17
men it,-1.3444106938820255e-17
contrived,-1.3444106938820255e-17
of male,-1.3444106938820255e-17
moments and exploration,-1.3444106938820255e-17
men it is,-1.3444106938820255e-17
of male empathy,-1.3444106938820255e-17
symbolism and preachy,-1.3444106938820255e-17
the gathering,-1.3444106938820255e-17
sentimentality the,-1.3444106938820255e-17
the gathering african,-1.3444106938820255e-17
plot heavy handed,-1.3444106938820255e-17
plot heavy,-1.3444106938820255e-17
sentimentality the film,-1.3444106938820255e-17
featuring,-1.3444106938820255e-17
with complex,-1.3444106938820255e-17
the bus,-1.3444106938820255e-17
for those interested,-1.3444106938820255e-17
the bus one,-1.3444106938820255e-17
of human,-1.3769367590565906e-17
some humor and,-1.3877787807814457e-17
moralistic,-1.3877787807814457e-17
nostalgic and,-1.3877787807814457e-17
socialization skills,-1.3877787807814457e-17
tribute to,-1.3877787807814457e-17
played by jim,-1.3877787807814457e-17
some humor,-1.3877787807814457e-17
moralistic and,-1.3877787807814457e-17
socialization skills the,-1.3877787807814457e-17
young children and,-1.3877787807814457e-17
overly moralistic,-1.3877787807814457e-17
the character the,-1.3877787807814457e-17
on pbs it,-1.3877787807814457e-17
moralizing,-1.3877787807814457e-17
suspenseful storytelling it,-1.3877787807814457e-17
wonder and,-1.3877787807814457e-17
suspenseful storytelling,-1.3877787807814457e-17
the muppets however,-1.3877787807814457e-17
with sweet message,-1.3877787807814457e-17
message for adults,-1.3877787807814457e-17
very young children,-1.3877787807814457e-17
moralistic and simple,-1.3877787807814457e-17
of comedy,-1.3877787807814457e-17
message for,-1.3877787807814457e-17
the main character,-1.3877787807814457e-17
children and,-1.3877787807814457e-17
of wonder and,-1.3877787807814457e-17
wonder and fun,-1.3877787807814457e-17
very young,-1.3877787807814457e-17
socialization,-1.3877787807814457e-17
nostalgic and entertaining,-1.3877787807814457e-17
that has been,-1.3877787807814457e-17
the main,-1.3877787807814457e-17
charm and,-1.3877787807814457e-17
sweet message,-1.3877787807814457e-17
argue that the,-1.3877787807814457e-17
skills the,-1.3877787807814457e-17
skills the main,-1.3877787807814457e-17
sweet,-1.3877787807814457e-17
muppets however some,-1.3877787807814457e-17
is visually stunning,-1.3877787807814457e-17
simple,-1.3877787807814457e-17
pbs,-1.3877787807814457e-17
pbs it,-1.3877787807814457e-17
pbs it is,-1.3877787807814457e-17
on pbs,-1.3877787807814457e-17
simple with,-1.3877787807814457e-17
simple with lack,-1.3877787807814457e-17
moralizing and suspenseful,-1.3877787807814457e-17
muppets however,-1.3877787807814457e-17
overly moralistic and,-1.3877787807814457e-17
the character,-1.3877787807814457e-17
who brings,-1.3877787807814457e-17
excellent,-1.3877787807814457e-17
of comedy and,-1.3877787807814457e-17
with some humor,-1.3877787807814457e-17
tribute,-1.3877787807814457e-17
sweet message for,-1.3877787807814457e-17
with sweet,-1.3877787807814457e-17
main,-1.3877787807814457e-17
moralizing and,-1.3877787807814457e-17
who brings sense,-1.3877787807814457e-17
skills,-1.3877787807814457e-17
that it may,-1.4094628242311558e-17
effective propaganda,-1.4243706041028315e-17
tackle tough,-1.431146867680866e-17
well defined,-1.431146867680866e-17
tackle tough family,-1.431146867680866e-17
suspenseful atmosphere strong,-1.431146867680866e-17
suspenseful atmosphere,-1.431146867680866e-17
lasting impression,-1.431146867680866e-17
well defined characters,-1.431146867680866e-17
fails to leave,-1.431146867680866e-17
to leave lasting,-1.431146867680866e-17
to leave,-1.431146867680866e-17
movie hammer are,-1.431146867680866e-17
movie hammer,-1.431146867680866e-17
well made but,-1.431146867680866e-17
made but,-1.431146867680866e-17
leave lasting impression,-1.431146867680866e-17
tension some,-1.431146867680866e-17
leave lasting,-1.431146867680866e-17
that hammer,-1.431146867680866e-17
leave,-1.431146867680866e-17
tense and suspenseful,-1.431146867680866e-17
